order_id,customer_id,order_date,discount_amount,shipping_amount,order_status,payment_type
71,94,2024-08-06,0.09,14.99,Completed,PayPal
72,25,2024-12-14,0.00,6.99,Completed,PayPal
73,115,2024-01-12,0.00,8.99,Completed,Card
74,76,2025-02-10,0.12,8.99,Completed,Cash
75,80,2024-09-02,0.00,6.99,Completed,Bank Transfer
76,128,2023-06-04,0.00,4.99,Completed,Bank Transfer
77,90,2024-03-10,0.00,14.99,Completed,Card
78,161,2024-04-14,0.00,4.99,Completed,Cash
79,142,2026-02-19,0.00,14.99,Completed,Bank Transfer
80,96,2024-12-07,0.00,8.99,Completed,Cash
81,118,2025-01-12,0.00,4.99,Completed,Card
82,104,2026-02-21,0.00,6.99,Completed,Card
83,66,2023-11-11,0.00,14.99,Completed,Card
84,38,2024-09-07,0.08,8.99,Completed,Bank Transfer
85,14,2024-09-07,0.00,6.99,Completed,Card
86,68,2024-10-09,0.00,4.99,Completed,Bank Transfer
87,120,2023-11-03,0.00,14.99,Completed,PayPal
88,162,2025-12-01,0.00,6.99,Completed,Card
89,1,2025-11-13,0.00,14.99,Completed,Card
90,29,2023-09-16,0.00,6.99,Completed,Bank Transfer
91,36,2024-10-26,0.00,6.99,Completed,Card
92,155,2023-05-30,0.10,4.99,Completed,Cash
93,127,2024-07-08,0.00,14.99,Completed,Card
94,139,2023-01-27,0.00,8.99,Completed,Bank Transfer
95,20,2023-03-09,0.10,8.99,Completed,Card
96,15,2023-12-27,0.00,8.99,Completed,Bank Transfer
97,41,2025-12-26,0.06,6.99,Completed,Cash
98,75,2025-08-25,0.10,4.99,Completed,Card
99,112,2025-05-18,0.00,4.99,Completed,Card
100,98,2025-08-23,0.00,6.99,Completed,PayPal
101,71,2023-02-26,0.11,4.99,Completed,Cash
102,162,2025-04-27,0.00,4.99,Completed,Card
103,114,2023-11-10,0.00,6.99,Completed,PayPal
104,92,2023-02-11,0.00,6.99,Completed,Card
105,83,2023-11-24,0.11,6.99,Completed,Card
106,107,2025-06-02,0.15,6.99,Completed,PayPal
107,45,2024-05-17,0.00,6.99,Completed,Cash
108,69,2026-01-25,0.00,4.99,Completed,Cash
109,7,2025-11-08,0.00,6.99,Completed,Card
110,141,2026-01-07,0.00,14.99,Completed,Cash
111,120,2025-03-18,0.00,6.99,Completed,Bank Transfer
112,95,2023-05-01,0.11,8.99,Completed,Card
113,126,2024-11-20,0.00,6.99,Completed,Cash
114,136,2025-07-12,0.00,4.99,Completed,Bank Transfer
115,66,2023-09-17,0.14,8.99,Completed,Card
116,130,2026-02-08,0.00,8.99,Completed,PayPal
117,113,2023-11-18,0.00,8.99,Completed,Cash
118,36,2025-06-06,0.00,8.99,Completed,Cash
119,89,2024-01-03,0.13,4.99,Completed,Cash
120,105,2025-12-20,0.15,8.99,Completed,Card
121,13,2025-07-08,0.09,14.99,Completed,Bank Transfer
122,1,2023-12-27,0.00,14.99,Completed,Cash
123,101,2025-10-10,0.00,14.99,Completed,Cash
124,132,2026-02-19,0.00,8.99,Completed,Bank Transfer
125,22,2023-06-18,0.00,4.99,Completed,Card
126,127,2025-01-11,0.09,8.99,Completed,PayPal
127,53,2025-06-03,0.15,6.99,Completed,Card
128,25,2024-08-12,0.00,14.99,Completed,PayPal
129,42,2024-01-27,0.11,6.99,Completed,Bank Transfer
130,49,2025-10-25,0.00,4.99,Completed,Bank Transfer
131,143,2025-10-19,0.08,4.99,Completed,Card
132,110,2023-09-08,0.00,8.99,Completed,Bank Transfer
133,115,2025-07-22,0.07,4.99,Completed,Card
134,146,2024-02-16,0.00,6.99,Completed,Cash
135,1,2025-07-30,0.00,14.99,Completed,Cash
136,63,2024-12-13,0.13,4.99,Completed,Cash
137,138,2025-08-08,0.00,6.99,Completed,Cash
138,54,2025-04-16,0.00,14.99,Completed,Bank Transfer
139,159,2026-01-09,0.09,6.99,Completed,Cash
140,84,2025-06-17,0.00,6.99,Completed,Bank Transfer
141,105,2024-01-07,0.00,6.99,Completed,Bank Transfer
142,62,2023-08-03,0.09,8.99,Completed,PayPal
143,3,2024-08-01,0.00,14.99,Completed,PayPal
144,38,2025-12-06,0.14,14.99,Completed,Cash
145,68,2025-11-22,0.00,14.99,Completed,PayPal
146,79,2024-05-31,0.11,8.99,Completed,Cash
147,108,2024-03-31,0.13,14.99,Completed,Card
148,4,2025-03-14,0.00,14.99,Completed,PayPal
149,21,2025-07-28,0.00,4.99,Completed,Card
150,10,2023-09-27,0.07,4.99,Completed,Bank Transfer
151,28,2023-07-14,0.00,4.99,Completed,PayPal
152,122,2025-10-15,0.00,4.99,Completed,Cash
153,52,2024-08-01,0.00,4.99,Completed,Cash
154,120,2023-09-23,0.05,6.99,Completed,Bank Transfer
155,19,2026-02-14,0.00,14.99,Completed,Card
156,14,2025-05-29,0.00,8.99,Completed,Card
157,68,2023-03-15,0.00,4.99,Completed,Cash
158,12,2025-10-04,0.00,4.99,Completed,Card
159,26,2024-08-15,0.00,14.99,Completed,Card
160,58,2023-06-18,0.00,14.99,Completed,PayPal
161,16,2025-06-10,0.00,8.99,Completed,Card
162,87,2024-09-21,0.00,4.99,Completed,PayPal
163,97,2025-06-25,0.00,6.99,Completed,Card
164,130,2024-09-29,0.00,4.99,Completed,Bank Transfer
165,116,2026-02-04,0.14,4.99,Completed,Card
166,13,2023-03-20,0.00,6.99,Completed,Card
167,6,2024-11-25,0.13,4.99,Completed,Cash
168,22,2025-05-11,0.00,6.99,Completed,Cash
169,59,2025-04-28,0.00,8.99,Completed,Bank Transfer
170,37,2024-07-04,0.06,6.99,Completed,Card
171,139,2023-04-20,0.07,6.99,Completed,PayPal
172,52,2023-01-11,0.00,6.99,Completed,PayPal
173,83,2023-12-29,0.00,6.99,Completed,Cash
174,149,2024-07-12,0.00,14.99,Completed,PayPal
175,3,2024-05-13,0.00,4.99,Completed,Bank Transfer
176,88,2023-07-01,0.00,6.99,Completed,Cash
177,69,2023-08-23,0.07,8.99,Completed,Card
178,154,2024-06-15,0.00,14.99,Completed,Card
179,84,2024-08-01,0.08,6.99,Completed,Card
180,6,2024-05-05,0.00,14.99,Completed,Card
181,105,2024-07-16,0.00,4.99,Completed,PayPal
182,153,2025-11-19,0.15,8.99,Completed,Bank Transfer
183,138,2024-09-25,0.00,6.99,Completed,Bank Transfer
184,6,2023-08-12,0.12,4.99,Completed,Bank Transfer
185,128,2023-01-07,0.00,6.99,Completed,PayPal
186,77,2023-10-28,0.11,8.99,Completed,Bank Transfer
187,148,2025-05-30,0.00,4.99,Completed,PayPal
188,88,2025-08-28,0.00,6.99,Completed,Cash
189,153,2024-01-20,0.07,8.99,Completed,Bank Transfer
190,66,2023-02-13,0.12,14.99,Completed,Bank Transfer
191,138,2025-01-27,0.12,6.99,Completed,PayPal
192,141,2024-11-30,0.00,6.99,Completed,Cash
193,84,2025-03-10,0.10,14.99,Completed,Card
194,80,2023-11-20,0.13,4.99,Completed,Card
195,96,2024-05-07,0.00,8.99,Completed,Cash
196,128,2024-09-17,0.00,4.99,Completed,PayPal
197,1,2025-12-29,0.13,8.99,Completed,Card
198,106,2025-08-12,0.00,6.99,Completed,Cash
199,11,2026-01-14,0.00,4.99,Completed,Cash
200,99,2023-11-13,0.00,14.99,Completed,Bank Transfer
201,109,2025-04-01,0.00,8.99,Completed,PayPal
202,26,2025-11-19,0.00,8.99,Completed,Card
203,109,2025-12-13,0.00,6.99,Completed,Cash
204,96,2025-04-29,0.09,4.99,Completed,Cash
205,8,2025-06-16,0.09,14.99,Completed,Cash
206,2,2025-12-22,0.00,8.99,Completed,Card
207,60,2025-03-09,0.00,8.99,Completed,PayPal
208,77,2025-07-01,0.00,6.99,Completed,Bank Transfer
209,22,2023-12-05,0.00,6.99,Completed,Card
210,114,2024-07-31,0.00,6.99,Completed,Card
211,87,2023-04-05,0.13,8.99,Completed,Bank Transfer
212,119,2025-07-04,0.09,14.99,Completed,Cash
213,147,2024-07-30,0.09,8.99,Completed,Card
214,67,2025-08-14,0.06,8.99,Completed,Card
215,132,2024-08-31,0.00,6.99,Completed,PayPal
216,149,2024-12-12,0.00,14.99,Completed,Card
217,123,2025-03-05,0.00,14.99,Completed,Cash
218,68,2023-03-12,0.00,4.99,Completed,Card
219,87,2023-10-23,0.00,8.99,Completed,Bank Transfer
220,1,2023-06-27,0.08,6.99,Completed,Cash
221,19,2024-05-29,0.06,8.99,Completed,Cash
222,17,2023-05-06,0.00,14.99,Completed,PayPal
223,143,2023-11-25,0.05,14.99,Completed,Card
224,156,2024-07-31,0.00,8.99,Completed,Cash
225,122,2025-05-09,0.00,4.99,Completed,Card
226,89,2023-08-09,0.00,4.99,Completed,Card
227,56,2024-08-09,0.00,4.99,Completed,PayPal
228,108,2025-03-28,0.00,8.99,Completed,Cash
229,136,2023-09-18,0.00,6.99,Completed,Card
230,54,2024-02-06,0.12,6.99,Completed,PayPal
231,94,2025-01-23,0.00,8.99,Completed,PayPal
232,115,2023-12-18,0.00,4.99,Completed,PayPal
233,22,2023-04-24,0.00,4.99,Completed,Bank Transfer
234,38,2025-08-13,0.00,8.99,Completed,Cash
235,117,2024-05-09,0.11,4.99,Completed,Bank Transfer
236,45,2024-08-04,0.15,14.99,Completed,Cash
237,95,2024-10-07,0.00,8.99,Completed,PayPal
238,150,2024-05-12,0.00,8.99,Completed,Bank Transfer
239,102,2024-06-13,0.00,8.99,Completed,Cash
240,115,2024-04-03,0.07,4.99,Completed,Cash
241,21,2025-02-12,0.14,6.99,Completed,PayPal
242,134,2023-08-25,0.00,4.99,Completed,Card
243,38,2025-04-30,0.12,8.99,Completed,PayPal
244,157,2024-12-21,0.00,6.99,Completed,PayPal
245,31,2023-07-10,0.00,14.99,Completed,Cash
246,44,2023-12-12,0.00,8.99,Completed,PayPal
247,46,2025-03-08,0.00,14.99,Completed,Card
248,117,2023-07-08,0.00,14.99,Completed,Card
249,52,2023-04-23,0.00,6.99,Completed,Cash
250,108,2023-09-02,0.00,8.99,Completed,Card
251,160,2023-12-18,0.00,14.99,Completed,Card
252,90,2024-07-19,0.10,4.99,Completed,Cash
253,130,2024-09-07,0.00,14.99,Completed,Card
254,140,2023-08-06,0.00,6.99,Completed,Card
255,64,2023-09-28,0.00,6.99,Completed,PayPal
256,104,2025-02-11,0.00,4.99,Completed,Cash
257,96,2025-04-29,0.09,4.99,Completed,PayPal
258,83,2025-06-10,0.00,6.99,Completed,Bank Transfer
259,51,2025-10-30,0.00,14.99,Completed,Cash
260,126,2025-08-06,0.10,14.99,Completed,Cash
261,1,2025-11-02,0.00,8.99,Completed,Card
262,135,2024-09-03,0.00,4.99,Completed,PayPal
263,89,2025-07-02,0.00,4.99,Completed,Card
264,65,2024-01-03,0.00,4.99,Completed,Card
265,27,2024-12-26,0.00,6.99,Completed,Bank Transfer
266,162,2024-10-16,0.10,14.99,Completed,Card
267,121,2024-05-21,0.10,8.99,Completed,Cash
268,128,2023-03-25,0.00,14.99,Completed,Bank Transfer
269,77,2024-06-06,0.13,8.99,Completed,Card
270,26,2024-11-18,0.00,8.99,Completed,Card
271,79,2023-01-29,0.00,6.99,Completed,Cash
272,97,2023-07-18,0.00,14.99,Completed,Bank Transfer
273,6,2024-07-02,0.00,14.99,Completed,Bank Transfer
274,111,2025-03-30,0.00,6.99,Completed,Cash
275,66,2023-05-25,0.00,8.99,Completed,Cash
276,115,2024-04-17,0.09,4.99,Completed,Cash
277,116,2024-02-07,0.00,14.99,Completed,Card
278,89,2024-05-10,0.00,6.99,Completed,Bank Transfer
279,27,2024-05-27,0.08,6.99,Completed,Bank Transfer
280,28,2023-12-30,0.00,6.99,Completed,PayPal
281,8,2024-02-20,0.00,4.99,Completed,Card
282,71,2023-06-29,0.00,14.99,Completed,Card
283,56,2023-01-21,0.00,6.99,Completed,Card
284,29,2023-11-17,0.09,8.99,Completed,Bank Transfer
285,96,2023-09-24,0.00,4.99,Completed,Card
286,68,2023-01-06,0.14,14.99,Completed,Cash
287,120,2025-02-07,0.00,8.99,Completed,PayPal
288,89,2025-04-09,0.11,4.99,Completed,PayPal
289,18,2024-08-10,0.00,8.99,Completed,Cash
290,44,2023-03-13,0.00,6.99,Completed,Card
291,99,2025-03-11,0.00,4.99,Completed,PayPal
292,46,2023-08-12,0.00,4.99,Completed,Bank Transfer
293,60,2023-05-10,0.00,14.99,Completed,Cash
294,162,2025-09-28,0.00,4.99,Completed,Bank Transfer
295,113,2025-12-01,0.00,14.99,Completed,Bank Transfer
296,101,2024-08-26,0.07,14.99,Completed,Cash
297,17,2025-01-06,0.10,14.99,Completed,Bank Transfer
298,117,2026-02-25,0.06,4.99,Completed,Card
299,63,2024-09-02,0.00,14.99,Completed,Bank Transfer
300,85,2023-07-10,0.00,14.99,Completed,Card
301,143,2023-12-15,0.10,14.99,Completed,Cash
302,143,2023-03-14,0.00,4.99,Completed,Card
303,69,2023-04-05,0.00,6.99,Completed,Bank Transfer
304,157,2023-09-23,0.00,8.99,Completed,Card
305,79,2024-01-10,0.00,14.99,Completed,Bank Transfer
306,21,2025-04-28,0.00,6.99,Completed,PayPal
307,11,2024-10-05,0.00,6.99,Completed,PayPal
308,153,2023-04-01,0.00,8.99,Completed,Card
309,73,2024-08-15,0.00,8.99,Completed,Card
310,37,2024-10-24,0.00,4.99,Completed,PayPal
311,146,2026-01-23,0.00,14.99,Completed,Bank Transfer
312,46,2023-05-14,0.08,8.99,Completed,PayPal
313,15,2025-09-17,0.00,8.99,Completed,Bank Transfer
314,82,2025-12-18,0.00,4.99,Completed,Card
315,153,2024-08-23,0.08,4.99,Completed,Card
316,70,2024-06-20,0.00,14.99,Completed,Bank Transfer
317,27,2023-03-25,0.06,14.99,Completed,PayPal
318,10,2024-06-29,0.00,8.99,Completed,Card
319,80,2024-05-14,0.00,4.99,Completed,Bank Transfer
320,85,2023-07-19,0.00,14.99,Completed,Bank Transfer
321,146,2024-11-24,0.00,14.99,Completed,Bank Transfer
322,152,2023-06-16,0.07,4.99,Completed,Cash
323,63,2025-05-03,0.00,8.99,Completed,Bank Transfer
324,145,2025-08-18,0.00,14.99,Completed,Card
325,61,2025-09-12,0.00,4.99,Completed,Cash
326,37,2023-05-19,0.07,6.99,Completed,PayPal
327,80,2025-05-01,0.00,14.99,Completed,PayPal
328,60,2023-04-10,0.00,6.99,Completed,Card
329,79,2025-12-17,0.00,6.99,Completed,Card
330,9,2024-09-06,0.00,14.99,Completed,Bank Transfer
331,32,2023-02-28,0.00,4.99,Completed,Bank Transfer
332,25,2025-11-22,0.00,14.99,Completed,Card
333,153,2023-12-23,0.12,6.99,Completed,Cash
334,130,2023-01-25,0.10,4.99,Completed,PayPal
335,27,2023-08-07,0.00,8.99,Completed,Card
336,130,2024-05-28,0.13,6.99,Completed,PayPal
337,81,2023-10-10,0.14,6.99,Completed,Bank Transfer
338,131,2023-06-17,0.00,4.99,Completed,PayPal
339,105,2024-06-09,0.00,6.99,Completed,PayPal
340,27,2025-11-29,0.00,14.99,Completed,Bank Transfer
341,109,2025-08-26,0.00,6.99,Completed,Cash
342,4,2025-06-05,0.11,8.99,Completed,PayPal
343,15,2024-10-11,0.00,14.99,Completed,Cash
344,113,2024-07-12,0.00,4.99,Completed,Card
345,122,2024-08-27,0.00,4.99,Completed,Card
346,101,2025-12-01,0.15,8.99,Completed,PayPal
347,17,2024-08-29,0.00,4.99,Completed,Cash
348,44,2024-07-29,0.00,14.99,Completed,Cash
349,108,2025-11-01,0.00,14.99,Completed,Cash
350,136,2025-10-05,0.12,8.99,Completed,PayPal
351,37,2023-04-07,0.09,14.99,Completed,Card
352,61,2023-09-24,0.00,6.99,Completed,Cash
353,55,2024-10-29,0.12,14.99,Completed,Card
354,80,2025-06-25,0.00,14.99,Completed,Cash
355,48,2023-06-08,0.12,14.99,Completed,PayPal
356,158,2023-10-07,0.00,8.99,Completed,PayPal
357,81,2023-11-19,0.12,14.99,Completed,Cash
358,36,2025-11-19,0.13,6.99,Completed,Bank Transfer
359,115,2025-09-19,0.00,6.99,Completed,Bank Transfer
360,71,2024-12-20,0.07,6.99,Completed,Bank Transfer
361,31,2023-05-16,0.00,14.99,Completed,Bank Transfer
362,5,2024-07-21,0.00,6.99,Completed,Bank Transfer
363,54,2025-11-27,0.00,6.99,Completed,PayPal
364,15,2025-03-16,0.00,14.99,Completed,Card
365,19,2026-01-06,0.00,6.99,Completed,Card
366,51,2025-07-24,0.00,4.99,Completed,Cash
367,132,2025-02-18,0.12,8.99,Completed,Card
368,66,2025-09-02,0.00,8.99,Completed,PayPal
369,160,2025-04-09,0.00,4.99,Completed,Cash
370,146,2023-09-23,0.00,8.99,Completed,Cash
371,91,2024-05-30,0.00,6.99,Completed,PayPal
372,113,2025-01-02,0.00,8.99,Completed,Cash
373,88,2024-04-16,0.00,14.99,Completed,Card
374,134,2025-09-10,0.09,8.99,Completed,Cash
375,141,2023-03-27,0.12,14.99,Completed,Bank Transfer
376,81,2025-09-06,0.07,8.99,Completed,PayPal
377,119,2023-06-04,0.00,14.99,Completed,PayPal
378,94,2024-02-07,0.00,4.99,Completed,Card
379,141,2025-04-08,0.13,14.99,Completed,PayPal
380,102,2024-12-11,0.00,4.99,Completed,Bank Transfer
381,44,2024-12-08,0.00,6.99,Completed,Cash
382,156,2024-04-19,0.00,8.99,Completed,Bank Transfer
383,28,2024-01-21,0.00,14.99,Completed,Cash
384,132,2025-06-13,0.00,14.99,Completed,Bank Transfer
385,50,2024-11-23,0.00,8.99,Completed,Bank Transfer
386,86,2026-02-07,0.00,8.99,Completed,PayPal
387,15,2024-07-13,0.00,6.99,Completed,Card
388,30,2025-10-15,0.12,8.99,Completed,PayPal
389,122,2023-02-01,0.08,14.99,Completed,Bank Transfer
390,90,2023-04-06,0.10,6.99,Completed,Cash
391,74,2023-12-26,0.00,4.99,Completed,PayPal
392,128,2023-08-24,0.00,8.99,Completed,PayPal
393,85,2023-02-05,0.00,14.99,Completed,Cash
394,126,2024-07-29,0.00,6.99,Completed,Card
395,67,2025-08-26,0.08,8.99,Completed,PayPal
396,59,2025-02-08,0.00,4.99,Completed,Cash
397,10,2023-11-21,0.00,6.99,Completed,PayPal
398,127,2025-04-21,0.00,6.99,Completed,Bank Transfer
399,151,2023-10-31,0.00,14.99,Completed,Bank Transfer
400,89,2023-08-27,0.00,6.99,Completed,Cash
401,72,2025-04-28,0.00,8.99,Completed,Bank Transfer
402,119,2025-12-11,0.00,8.99,Completed,Cash
403,55,2024-06-08,0.00,14.99,Completed,Card
404,104,2025-08-12,0.00,8.99,Completed,PayPal
405,128,2023-12-09,0.00,14.99,Completed,Cash
406,103,2023-02-16,0.00,6.99,Completed,Bank Transfer
407,84,2025-07-15,0.00,14.99,Completed,Cash
408,75,2025-09-22,0.05,6.99,Completed,Card
409,146,2024-02-20,0.00,6.99,Completed,Card
410,26,2024-04-17,0.00,8.99,Completed,Cash
411,30,2025-02-17,0.06,4.99,Completed,Card
412,67,2025-01-10,0.14,8.99,Completed,PayPal
413,112,2025-09-06,0.00,6.99,Completed,Cash
414,49,2025-01-30,0.00,4.99,Completed,Bank Transfer
415,52,2026-02-01,0.12,14.99,Completed,Bank Transfer
416,154,2023-05-06,0.07,14.99,Completed,Card
417,77,2023-08-19,0.00,6.99,Completed,PayPal
418,40,2024-04-12,0.00,4.99,Completed,Card
419,89,2023-01-02,0.00,14.99,Completed,Card
420,36,2024-12-28,0.00,8.99,Completed,Cash
421,27,2025-02-25,0.11,4.99,Completed,Bank Transfer
422,123,2024-01-17,0.00,14.99,Completed,PayPal
423,125,2023-12-15,0.00,4.99,Completed,Bank Transfer
424,49,2025-04-27,0.11,14.99,Completed,Cash
425,123,2024-01-25,0.00,4.99,Completed,Cash
426,30,2026-02-05,0.00,14.99,Completed,Cash
427,157,2025-09-23,0.00,6.99,Completed,Card
428,102,2024-06-28,0.00,14.99,Completed,Cash
429,8,2023-03-15,0.00,8.99,Completed,Card
430,69,2025-04-19,0.00,8.99,Completed,Cash
431,100,2023-03-04,0.00,14.99,Completed,PayPal
432,50,2024-10-18,0.14,14.99,Completed,Card
433,119,2026-02-09,0.12,6.99,Completed,Cash
434,65,2024-11-12,0.05,14.99,Completed,Bank Transfer
435,129,2024-08-06,0.00,4.99,Completed,PayPal
436,152,2024-08-02,0.00,14.99,Completed,Bank Transfer
437,16,2023-02-23,0.11,6.99,Completed,Cash
438,103,2025-03-12,0.00,14.99,Completed,Card
439,88,2023-07-21,0.00,8.99,Completed,Bank Transfer
440,94,2026-02-26,0.00,6.99,Completed,Bank Transfer
441,3,2025-03-16,0.00,4.99,Completed,Cash
442,31,2026-02-22,0.00,4.99,Completed,Card
443,49,2023-08-24,0.00,14.99,Completed,PayPal
444,104,2025-02-11,0.00,4.99,Completed,Cash
445,16,2024-12-09,0.06,4.99,Completed,Cash
446,65,2025-12-02,0.00,6.99,Completed,Cash
447,3,2025-09-28,0.00,14.99,Completed,Cash
448,88,2024-05-13,0.00,6.99,Completed,Cash
449,81,2024-07-03,0.06,8.99,Completed,Bank Transfer
450,43,2025-10-16,0.00,6.99,Completed,PayPal
451,59,2023-04-23,0.00,14.99,Completed,PayPal
452,83,2025-10-01,0.10,4.99,Completed,Cash
453,116,2023-06-03,0.00,6.99,Completed,PayPal
454,92,2025-08-20,0.00,14.99,Completed,Bank Transfer
455,48,2024-07-20,0.00,6.99,Completed,Cash
456,138,2026-01-01,0.00,4.99,Completed,Cash
457,143,2024-09-23,0.00,14.99,Completed,Bank Transfer
458,141,2025-04-23,0.00,4.99,Completed,Card
459,28,2025-03-03,0.10,14.99,Completed,PayPal
460,114,2024-10-13,0.14,8.99,Completed,PayPal
461,162,2025-10-04,0.00,6.99,Completed,Cash
462,109,2024-04-29,0.00,4.99,Completed,PayPal
463,162,2025-08-09,0.00,4.99,Completed,PayPal
464,78,2024-08-29,0.00,6.99,Completed,Cash
465,28,2024-03-26,0.00,4.99,Completed,Card
466,155,2025-02-09,0.00,6.99,Completed,Cash
467,85,2025-02-13,0.15,6.99,Completed,Cash
468,51,2024-10-31,0.05,6.99,Completed,PayPal
469,105,2025-01-13,0.00,8.99,Completed,PayPal
470,152,2024-11-03,0.00,14.99,Completed,Bank Transfer
471,78,2023-01-30,0.00,6.99,Completed,PayPal
472,76,2023-09-02,0.00,8.99,Completed,Cash
473,33,2025-01-24,0.00,6.99,Completed,PayPal
474,68,2023-02-02,0.09,6.99,Completed,Card
475,55,2026-01-26,0.08,4.99,Completed,Cash
476,103,2023-03-16,0.00,14.99,Completed,Cash
477,2,2026-01-19,0.06,4.99,Completed,Bank Transfer
478,73,2025-04-03,0.00,4.99,Completed,Cash
479,3,2025-08-19,0.00,4.99,Completed,Card
480,132,2023-02-16,0.12,6.99,Completed,Bank Transfer
481,92,2024-10-29,0.00,4.99,Completed,PayPal
482,41,2024-06-27,0.00,8.99,Completed,Cash
483,134,2023-04-03,0.09,6.99,Completed,Card
484,19,2026-02-07,0.00,14.99,Completed,Bank Transfer
485,19,2023-12-06,0.00,14.99,Completed,Cash
486,154,2024-03-09,0.00,4.99,Completed,Cash
487,31,2023-04-15,0.06,4.99,Completed,Bank Transfer
488,160,2024-05-23,0.00,14.99,Completed,Bank Transfer
489,121,2026-02-09,0.00,8.99,Completed,PayPal
490,30,2023-10-03,0.00,8.99,Completed,Bank Transfer
491,84,2023-02-27,0.09,14.99,Completed,Card
492,91,2025-04-29,0.00,14.99,Completed,Cash
493,125,2023-02-09,0.07,6.99,Completed,Cash
494,36,2024-12-02,0.00,4.99,Completed,Cash
495,65,2026-01-15,0.00,4.99,Completed,Cash
496,149,2024-12-04,0.00,8.99,Completed,Cash
497,73,2024-05-26,0.05,6.99,Completed,Cash
498,92,2024-11-24,0.00,8.99,Completed,PayPal
499,76,2023-06-14,0.00,4.99,Completed,PayPal
500,149,2024-12-25,0.00,4.99,Completed,Card
